"collection_title","article_id","title","conference_id","Author","Year","hdl","doi"
"35, 2011 (Loughborough, UK)","9592442","Promoting solar water disinfection in schools: experiences and lessons learnt in Latin America","35","M Schute, Elsa Sanchez, Matthias Saladin, Regula Meierhofer",2018,"https://hdl.handle.net/2134/30405",""
"35, 2011 (Loughborough, UK)","9592301","Sustainability of sanitation in rural Bangladesh","35","Suzanne Hanchett, Mohidul H. Khan, L. Krieger, C. Kullmann",2018,"https://hdl.handle.net/2134/30351",""
"35, 2011 (Loughborough, UK)","9592124","Survey of trace metals in drinking water supply options in coastal areas of Bangladesh","35","Md. Atikul Islam, Md. Rezaul Karim, T. Higuchi, H. Sakakibara, M. Sekine",2018,"https://hdl.handle.net/2134/30316",""
"35, 2011 (Loughborough, UK)","9592364","Creating accountability lines for sustainable rural water services in Tanzania","35","Jan W. van Rooij",2018,"https://hdl.handle.net/2134/30299",""
"35, 2011 (Loughborough, UK)","9592178","A methodology for groundwater resource management at village level: a case study at Dassui Commune, Burkina Faso","35","Chris Leake, Lawrence Brown, S. Gillson, V. Finch",2018,"https://hdl.handle.net/2134/30264",""
"35, 2011 (Loughborough, UK)","9592313","Abandoning community management for professionalization of water supply in rural Benin","35","Anna Le Gouais, J. Webster",2018,"https://hdl.handle.net/2134/30249",""
"35, 2011 (Loughborough, UK)","9592376","Supporting simple and effective rural water supply monitoring by local government in Malawi","35","Owen Scott",2018,"https://hdl.handle.net/2134/30250",""
"35, 2011 (Loughborough, UK)","9592343","Behavioural determinants of using fluoride removal filters in rural Ethiopia","35","Hans-Joachim Mosler, Alexandra C. Huber, Sarah Bhend",2018,"https://hdl.handle.net/2134/30237",""
"35, 2011 (Loughborough, UK)","9592139","Promoting community led total sanitation for accelerated sanitation delivery in Nigeria","35","Zakariyah O. Agberemi",2018,"https://hdl.handle.net/2134/30180",""
"35, 2011 (Loughborough, UK)","9592406","Household level assessment, participatory learning for rural water safety and security planning","35","Shyam N. Dave, K.J. Nath, Sandeep Chatterjee, S.P. Sinharoy, Debasri Mukherjee, A.Shunmuga Sundarraj",2018,"https://hdl.handle.net/2134/30150",""
"35, 2011 (Loughborough, UK)","9592328","Issues and challenges of decaying urban water infrastructure in Nigeria","35","Johnson A. Otun, Isaiah A. Oke, A.M. Oguntuase",2018,"https://hdl.handle.net/2134/30132",""
"35, 2011 (Loughborough, UK)","9592235","Economic level of leakage (ELL) calculation with limited data: an application in Zaragoza.","35","Camilo Munoz-Trochez, Ian K. Smout, Sam Kayaga",2018,"https://hdl.handle.net/2134/30105",""
"35, 2011 (Loughborough, UK)","9592121","Restoration of Lake Pampulha, Brazil by using sanitation and in-lake techniques","35","Eduardo von Sperling, Maira O. Campos",2018,"https://hdl.handle.net/2134/30099",""
"35, 2011 (Loughborough, UK)","9592259","Monitoring of drinking water distribution system by SCADA in Antalya City, Turkey","35","Habib Muhammetoglu, Ismail Demirel, T. Ozden, I. Palanci, Ayse Muhammetoglu, I.E. Karadirek, M. Kitis, S. Soyupak",2018,"https://hdl.handle.net/2134/30057",""
"35, 2011 (Loughborough, UK)","9592346","Gravity-driven membrane disinfection for household drinking water treatment","35","Maryna Peter-Varbanets, Richard B. Johnston, Regula Meierhofer, F. Kage, W. Pronk",2018,"https://hdl.handle.net/2134/30040",""
"35, 2011 (Loughborough, UK)","9592205","Sustainable EcoSan - Fossa alterna: the case of Menge, Ethiopia","35","Shibabaw Tadesse",2018,"https://hdl.handle.net/2134/30020",""
"35, 2011 (Loughborough, UK)","9592172","Modelling costs for water and sanitation infrastructure: comparing sanitation options for Can Tho, Vietnam","35","Monique Retamal, Juliet Willetts, C. Mitchell, N. Carrard",2018,"https://hdl.handle.net/2134/30004",""
"35, 2011 (Loughborough, UK)","9592256","Measuring use of household drinking water filters: field experiences from Ethiopia","35","Richard B. Johnston, T. Edosa, Lars Osterwalder",2018,"https://hdl.handle.net/2134/29985",""
"35, 2011 (Loughborough, UK)","9592085","Addressing school water, sanitation and hygiene for the recovery phase in Haiti 2010","35","Daniela Giardina, Fausta Prandini, Sabrina Sorlini",2018,"https://hdl.handle.net/2134/29964",""
"35, 2011 (Loughborough, UK)","9592193","Consumption practices and user perception of an emerging alternative drinking water option (sachet water) in Ibadan, Nigeria","35","Olufemi Opatunji, Frank Odhiambo",2018,"https://hdl.handle.net/2134/29963",""
"35, 2011 (Loughborough, UK)","9592262","Environmental sanitation planning for cities of the south: linking local level initiatives with city-wide action","35","Christoph Luthi, Jonathan Parkinson",2018,"https://hdl.handle.net/2134/29950",""
"35, 2011 (Loughborough, UK)","9592280","Self-supply: bridging the gap between household demand and community water supply?","35","Koji Kumamaru, Ian K. Smout, Frank Odhiambo",2018,"https://hdl.handle.net/2134/29952",""
"35, 2011 (Loughborough, UK)","9592382","The role of NGOs in improving sanitation status in the rural areas of Bangladesh: challenges and expectations","35","Shyamal C. Ghosh, Fazlul Karim, A. Ali, Taufiqul Arif",2018,"https://hdl.handle.net/2134/29957",""
"35, 2011 (Loughborough, UK)","9592163","Maintenance management in the Egyptian water sector: will management provide an answer to maintenance?","35","Herrie Heckman, Alaa el din Saad Soleiman",2018,"https://hdl.handle.net/2134/29930",""
"35, 2011 (Loughborough, UK)","9592208","Capacity strengthening in sanitation : benefits of a long-term collaboration with a utility and research institute","35","Magalie Bassan, Linda Strande",2018,"https://hdl.handle.net/2134/29878",""
"35, 2011 (Loughborough, UK)","9592223","Drinking water quality assessment: lessons learnt from Ogun State, Nigeria","35","Okanlawon O. Oni, O.O. Yaya",2018,"https://hdl.handle.net/2134/29866",""
"35, 2011 (Loughborough, UK)","9592355","Exploring the bottom end of the water ladder","35","Sally Sutton, Ato E. Mamo, John Butterworth, D. Dimtse",2018,"https://hdl.handle.net/2134/29849",""
"35, 2011 (Loughborough, UK)","9592190","A closer look at the sanitation ladder: issues of monitoring the sector","35","Ricard Gine, Alejandro Jimenez, Agusti Perez-Foguet",2018,"https://hdl.handle.net/2134/29839",""
"35, 2011 (Loughborough, UK)","9592325","Promoting ecological sanitation:sharing NKKD WATSAN experiences","35","Eric Kamuteera",2018,"https://hdl.handle.net/2134/29802",""
"35, 2011 (Loughborough, UK)","9592157","An assessment by the engineering professionals of the condition of infrastructure in South Africa","35","Kevin Wall, Sam Amod, Chris Rust",2018,"https://hdl.handle.net/2134/29768",""
"35, 2011 (Loughborough, UK)","9592430","Improving WASH governance through advocacy: lessons learned from Afghanistan","35","Bilha Keiru",2018,"https://hdl.handle.net/2134/29736",""
"35, 2011 (Loughborough, UK)","9592127","The mass media as a tool for sanitation marketing and hygiene promotion: a case study","35","Kitchinme Bawa, Esther Bitrus",2018,"https://hdl.handle.net/2134/29723",""
"35, 2011 (Loughborough, UK)","9592151","The impacts of on-site septic tank wastewater disposal in Kampala city","35","Sam Kagwisagye, Laurence Gill",2018,"https://hdl.handle.net/2134/29721",""
"35, 2011 (Loughborough, UK)","9592307","Towards appropriate sanitary inspection tools for self supply systems in developing countries","35","Grace Oluwasanya, Jennifer Smith, Richard C. Carter",2018,"https://hdl.handle.net/2134/29635",""
"35, 2011 (Loughborough, UK)","9592367","A review of the UNICEF roll-out of the CLTS approach in West and Central Africa","35","Jane Bevan",2018,"https://hdl.handle.net/2134/29617",""
"35, 2011 (Loughborough, UK)","9592103","Alternative solutions for challenging environments: a look at UNICEF-assisted ecosan projects worldwide","35","Belinda Abraham, Guy M. Kakumbi, Md. Monirul Alam, Elisabeth von Muench",2018,"https://hdl.handle.net/2134/29580",""
"35, 2011 (Loughborough, UK)","9592136","Piloting franchising O&M partnerships: connecting unrelated concepts, to create something innovative","35","Kevin Wall, Jay Bhagwan, Oliver Ive",2018,"https://hdl.handle.net/2134/29564",""
"35, 2011 (Loughborough, UK)","9592250","CLTS reinvigorates a water and sanitation project","35","Nicholas Dexter",2018,"https://hdl.handle.net/2134/29562",""
"35, 2011 (Loughborough, UK)","9592292","Comparative performance of bone char-based filters for the removal of fluoride from drinking water","35","P.M. Mutheki, Lars Osterwalder, J. Kubai, L. Korir, E. Wanja, E. Wambui, T. Edosa, Richard B. Johnston, C. Annette Johnson",2018,"https://hdl.handle.net/2134/29546",""
"35, 2011 (Loughborough, UK)","9592154","A sustainable method of effluent disposal: case study of Antalya sea outfall, Turkey","35","Ayse Muhammetoglu, Ozgur B. Yalcin, T. Ozcan, L. Balas, C. Balas",2018,"https://hdl.handle.net/2134/29528",""
"35, 2011 (Loughborough, UK)","9592106","Selection and prioritization of organic contaminants for monitoring in the drinking water value chain","35","Esper J. Ncube, Kuku Voyi, H. Du Preez",2018,"https://hdl.handle.net/2134/29499",""
"35, 2011 (Loughborough, UK)","9592202","Excreta disposal in emergencies: the use of bag systems in challenging urban contexts","35","Deepa Patel",2018,"https://hdl.handle.net/2134/29509",""
"35, 2011 (Loughborough, UK)","9592133","Fifty years of monitoring and evaluation - from before Drawers of water to beyond the MDGs","35","Rachel Norman, Richard Franceys",2018,"https://hdl.handle.net/2134/29468",""
"35, 2011 (Loughborough, UK)","9592148","Development of a rural water supply, sanitation and hygiene strategy in the context of decentralisation in Cambodia","35","Jeremy Ockelford, Jan-Willem Rosenboom",2018,"https://hdl.handle.net/2134/29436",""
"35, 2011 (Loughborough, UK)","9592247","Locally-affordable arsenic remediation for rural South Asia using electrocoagulation","35","Susan Addy, Ashok Gadgil, C.M. van Genuchten, L. Li",2018,"https://hdl.handle.net/2134/29443",""
"35, 2011 (Loughborough, UK)","9592268","A household water treatment implementation framework: lessons learnt from the diversity of implementation worldwide","35","Laura Schuelert, Paul Earwaker, Camille Dow Baker",2018,"https://hdl.handle.net/2134/29398",""
"35, 2011 (Loughborough, UK)","9592427","Utilization of Lapsi seed stone (choerospondias axillaris) as source of activated charcoal for removal of arsenic","35","Rinita Rajbhandari, Raja R. Pradhananga",2018,"https://hdl.handle.net/2134/29389",""
"35, 2011 (Loughborough, UK)","9592088","Capacity building in the engineering environment: the WFEO guidebook","35","Daniel D. Clinton, J. Cleland, D. Botha, Kevin Wall, M. Sanio, D. Negussey, S. Lewis",2018,"https://hdl.handle.net/2134/29293",""
"35, 2011 (Loughborough, UK)","9592217","Institutionalizing community led action for sanitary surveillance (CLASS) through launch of a reward scheme","35","Vinod K. Mishra, J.P. Shukla",2018,"https://hdl.handle.net/2134/29294",""
"35, 2011 (Loughborough, UK)","9592118","Ecological sanitation uptake, knowledge, beliefs and practices in Kabale Municipality, Kabale District","35","Innocent K. Tumwebaze, Charles Niwagaba",2018,"https://hdl.handle.net/2134/29279",""
"35, 2011 (Loughborough, UK)","9592265","The hands-off sanitation marketing model: emerging lessons from rural Cambodia","35","Danielle Pedi, Mimi Jenkins, H. Aun, Lyn McLennan, Geoff Revell",2018,"https://hdl.handle.net/2134/29254",""
"35, 2011 (Loughborough, UK)","9592094","The elimination of blinding trachoma in Ghana through improving access to water and latrines","35","Agatha Aboe, Simon Bush, H. Faal",2018,"https://hdl.handle.net/2134/29184",""
"35, 2011 (Loughborough, UK)","9592244","Identifying and supporting vulnerable people in community-led total sanitation: a Bangladesh case study","35","Ammar Fawzi, Hazel Jones",2018,"https://hdl.handle.net/2134/29130",""
"35, 2011 (Loughborough, UK)","9592181","Assessment of coliform contamination in drinking water from source to point of use in Mysore city of Karnataka, India","35","N.S. Raju, C. Roopavathi, K. Ramachandra Kini, S.R. Niranjana",2018,"https://hdl.handle.net/2134/29075",""
"35, 2011 (Loughborough, UK)","9592211","Up-scaling lessons from the EU-Sida-GTZ Ecosan promotion project in Kenya","35","Christian Rieck, Elisabeth von Muench, Patrick Onyango",2018,"https://hdl.handle.net/2134/29055",""
"35, 2011 (Loughborough, UK)","9592370","Use of stabilised soil blocks for latrine construction: experiences from Darfur, Sudan","35","Katsi Luckson",2018,"https://hdl.handle.net/2134/29060",""
"35, 2011 (Loughborough, UK)","9592238","Accessing handpump spare parts: a study of Northern Malawi","35","Duncan McNicholl",2018,"https://hdl.handle.net/2134/29047",""
"35, 2011 (Loughborough, UK)","9592352","Decentralized rural water supply and sanitation services in Bangladesh: a critical overview","35","Md. Shariful Alam",2018,"https://hdl.handle.net/2134/29017",""
"35, 2011 (Loughborough, UK)","9592160","From subsidizing to segmenting: the changing role of non-governmental organizations in sanitation provision","35","Kate Fogelberg, David Sparkman",2018,"https://hdl.handle.net/2134/29001",""
"35, 2011 (Loughborough, UK)","9592457","Effective emergency WASH response using demand-driven methods: case study from Afghanistan","35","Murray Burt",2018,"https://hdl.handle.net/2134/28985",""
"35, 2011 (Loughborough, UK)","9592421","Sustainable rural sanitation at scale: results and lessons from India, Indonesia, and Tanzania","35","Eduardo A. Perez",2018,"https://hdl.handle.net/2134/28956",""
"35, 2011 (Loughborough, UK)","9592379","A review of ecosan toilets in medium-density mixed housing developments","35","Gertrude Matsebe",2018,"https://hdl.handle.net/2134/28929",""
"35, 2011 (Loughborough, UK)","9592277","Combining sanitation and hand washing promotion: an example from Amhara, Ethiopia","35","Orlando Hernandez, Julia Rosenbaum, Kebede Faris",2018,"https://hdl.handle.net/2134/28901",""
"35, 2011 (Loughborough, UK)","9592091","Effective wastewater treatment and re-use: learning from Lynedoch","35","Jonathan H. Harris",2018,"https://hdl.handle.net/2134/28890",""
"35, 2011 (Loughborough, UK)","9592115","Reconsidering shared sanitation facilities in sub-Saharan African cities: the example of Freetown, Sierra Leone","35","Adrien P. Mazeau, Ed Ramsay",2018,"https://hdl.handle.net/2134/28886",""
"35, 2011 (Loughborough, UK)","9592454","Multi-village water systems sustainability: the case of Chomba system in Mueda Plateau","35","Cristina Mecerreyes, Alejandro Jimenez",2018,"https://hdl.handle.net/2134/28871",""
"35, 2011 (Loughborough, UK)","9592166","Schoolgirls' experiences of managing menstrual hygiene in Uganda","35","Tracey J. Crofts, Julie Fisher",2018,"https://hdl.handle.net/2134/28838",""
"35, 2011 (Loughborough, UK)","9592289","Mobile phones as a tool for citizen monitoring of water supplies in rural Tanzania","35","Ben Taylor",2018,"https://hdl.handle.net/2134/28819",""
"35, 2011 (Loughborough, UK)","9592460","Adapting alternative sanitation systems for emergencies: teaching old dogs new tricks?","35","Esther Shaylor, Sue Coates",2018,"https://hdl.handle.net/2134/28831",""
"35, 2011 (Loughborough, UK)","9592097","Challenges of hygiene promotion in emergency situations in Uganda","35","Ahmed Sentumbwe",2018,"https://hdl.handle.net/2134/28800",""
"35, 2011 (Loughborough, UK)","9592232","Making JMP data more useful for local decision-making in Ghana","35","Emmanuel Addai, Yaw A. Sarkodie, Richard Adjei",2018,"https://hdl.handle.net/2134/28807",""
"35, 2011 (Loughborough, UK)","9592448","Reliable, low-cost maintenance handpumps are the key for sustainable rural water supply","35","Paul van Beers",2018,"https://hdl.handle.net/2134/28806",""
